18,v3,v2,v2,v1,v1,v1,a
22,v1,v1,v1,v1,v2,v1,a
19,v3,v2,v2,v1,v2,v1,a
18,v3,v2,v1,v1,v2,v1,a
23,v1,v1,v1,v1,v2,v1,a
28,v1,v1,v1,v1,v2,v1,b
30,v1,v1,v1,v1,v3,v1,b
30,v1,v1,v1,v1,v2,v1,b
31,v1,v1,v1,v1,v2,v1,c
35,v1,v1,v1,v1,v2,v1,c
27,v1,v1,v1,v1,v2,v1,b
26,v1,v1,v1,v1,v3,v1,a
24,v1,v1,v2,v1,v2,v1,c
25,v1,v1,v1,v1,v2,v1,a
23,v1,v1,v1,v1,v3,v1,b
20,v1,v1,v1,v1,v3,v1,a
21,v1,v1,v1,v1,v2,v1,a
13,v5,v3,v3,v2,v1,v1,a
14,v5,v4,v3,v2,v1,v1,a
15,v5,v3,v3,v2,v1,v1,a
14,v5,v3,v3,v2,v1,v1,a
17,v5,v3,v3,v2,v1,v1,a
11,v5,v4,v4,v2,v1,v1,a
13,v5,v3,v3,v2,v1,v1,a
12,v5,v3,v3,v2,v1,v1,a
13,v5,v4,v4,v2,v1,v1,a
19,v1,v1,v2,v1,v1,v1,c
15,v5,v3,v3,v2,v1,v1,a
13,v5,v3,v2,v2,v2,v1,a
13,v5,v3,v3,v2,v2,v1,a
14,v5,v3,v3,v2,v2,v1,a
18,v1,v1,v2,v1,v2,v1,b
22,v1,v1,v1,v1,v2,v1,b
21,v1,v1,v1,v1,v3,v1,b
26,v1,v1,v1,v1,v2,v1,b
22,v1,v1,v1,v1,v2,v1,a
28,v1,v1,v1,v1,v2,v1,c
23,v1,v1,v2,v1,v2,v1,c
28,v1,v1,v1,v1,v2,v1,a
27,v1,v1,v1,v1,v2,v1,c
13,v5,v3,v3,v2,v1,v1,a
14,v5,v3,v3,v2,v1,v1,a
13,v5,v3,v3,v2,v1,v1,a
14,v5,v3,v2,v2,v2,v1,a
15,v5,v3,v3,v2,v1,v1,a
12,v5,v4,v4,v2,v1,v1,a
13,v5,v4,v3,v2,v1,v1,a
13,v5,v3,v3,v2,v1,v1,a
14,v5,v3,v3,v2,v2,v1,a
13,v5,v4,v4,v2,v1,v1,a
12,v5,v4,v4,v2,v1,v1,a
13,v5,v4,v3,v2,v1,v1,a
18,v3,v2,v2,v1,v2,v1,a
16,v3,v2,v2,v1,v2,v1,a
18,v3,v2,v2,v1,v2,v1,a
18,v3,v2,v1,v1,v2,v1,a
23,v3,v2,v2,v1,v2,v1,a
26,v1,v1,v1,v1,v3,v1,b
11,v5,v4,v3,v2,v2,v1,a
12,v5,v4,v3,v2,v1,v1,a
13,v5,v4,v3,v2,v1,v1,a
12,v5,v3,v3,v2,v1,v1,a
18,v3,v2,v2,v1,v2,v1,a
20,v1,v1,v1,v1,v2,v1,c
21,v1,v1,v1,v1,v3,v1,a
22,v1,v1,v2,v1,v2,v1,c
18,v1,v1,v1,v1,v1,v1,c
19,v1,v1,v1,v1,v2,v1,a
21,v3,v1,v2,v1,v2,v1,a
26,v1,v1,v1,v1,v2,v1,b
15,v5,v3,v3,v2,v1,v1,a
16,v5,v4,v4,v2,v1,v1,a
29,v1,v1,v1,v1,v3,v1,b
24,v1,v1,v1,v1,v2,v1,b
20,v1,v1,v1,v1,v2,v1,b
19,v1,v1,v2,v1,v2,v1,b
15,v5,v3,v3,v2,v1,v1,a
24,v1,v1,v2,v1,v2,v1,b
20,v3,v1,v2,v1,v1,v1,c
11,v5,v3,v3,v2,v1,v1,a
20,v3,v2,v2,v1,v2,v1,a
21,v3,v2,?,v1,v2,v1,a
19,v3,v2,v2,v1,v2,v1,a
15,v3,v2,v2,v1,v2,v1,a
31,v1,v1,v1,v1,v2,v1,c
26,v1,v1,v1,v1,v2,v1,a
32,v1,v1,v1,v1,v3,v1,c
25,v1,v1,v1,v1,v2,v1,a
16,v3,v2,v2,v2,v2,v1,a
16,v3,v2,v2,v2,v2,v1,a
18,v3,v2,v2,v2,v2,v1,a
16,v5,v3,v3,v2,v2,v1,a
13,v5,v3,v3,v2,v2,v1,a
14,v5,v3,v3,v2,v1,v1,a
14,v5,v3,v3,v2,v2,v1,a
14,v5,v3,v3,v2,v2,v1,a
29,v1,v1,v1,v1,v2,v1,b
26,v1,v1,v1,v1,v2,v1,b
26,v1,v1,v1,v1,v2,v1,b
31,v1,v1,v1,v1,v2,v1,c
32,v1,v1,v1,v1,v2,v1,c
28,v1,v1,v1,v1,v2,v1,a
24,v1,v1,v1,v1,v2,v1,b
26,v1,v1,v1,v1,v2,v1,b
24,v1,v1,v2,v1,v2,v1,c
26,v1,v1,v2,v1,v2,v1,c
31,v1,v1,v1,v1,v2,v1,b
19,v3,v2,v2,v1,v2,v1,a
18,v3,v2,v2,v2,v2,v1,a
15,v3,v2,v1,v2,v3,v1,a
15,v3,v2,v1,v1,v3,v1,a
16,v5,v4,v3,v2,v1,v1,a
15,v5,v3,v3,v2,v2,v1,a
16,v5,v3,v3,v2,v2,v1,a
14,v5,v3,v3,v2,v1,v1,a
17,v3,v2,v2,v2,v3,v1,a
16,v3,v2,v2,v2,v2,v1,a
15,v3,v2,v2,v2,v2,v1,a
18,v3,v2,v2,v2,v2,v1,a
21,v3,v2,v2,v1,v2,v1,a
20,v5,v3,v2,v1,v1,v1,a
13,v5,v3,v2,v1,v1,v1,a
29,v1,v1,v1,v1,v2,v1,c
23,v1,v1,v1,v1,v2,v1,a
20,v3,v2,v2,v1,v2,v1,a
23,v1,v1,v1,v1,v2,v1,a
24,v1,v1,v2,v1,v1,v1,c
25,v1,v1,v1,v1,v2,v1,b
24,v1,v1,v2,v1,v2,v1,c
18,v3,v2,v2,v1,v2,v1,a
29,v1,v1,v1,v1,v2,v1,b
19,v3,v2,v1,v1,v2,v1,a
23,v1,v1,v2,v1,v2,v1,b
23,v1,v1,v1,v1,v2,v1,b
22,v1,v1,v2,v1,v2,v1,b
25,v1,v1,v2,v1,v1,v1,b
33,v1,v1,v1,v1,v2,v1,c
28,v1,v1,v1,v1,v2,v1,b
25,v1,v1,v1,v1,v2,v1,b
25,v1,v1,v1,v1,v2,v1,a
26,v1,v1,v1,v1,v2,v1,a
27,v1,v1,v1,v1,v2,v1,b
17.5,v5,v3,v3,v2,v1,v1,a
16,v5,v3,v3,v2,v1,v1,a
15.5,v5,v3,v2,v2,v2,v1,a
14.5,v5,v3,v3,v2,v1,v1,a
22,v3,v2,v2,v1,v2,v1,a
22,v3,v2,v2,v1,v2,v1,a
24,v3,v2,v1,v1,v2,v1,a
22.5,v3,v2,v1,v1,v2,v1,a
29,v1,v1,v1,v1,v3,v1,a
24.5,v1,v1,v1,v1,v3,v1,a
29,v1,v1,v1,v1,v2,v1,b
33,v1,v1,v1,v1,v2,v1,c
20,v3,v2,v2,v2,v2,v1,a
18,v3,v2,v1,v2,v3,v1,a
18.5,v3,v2,v2,v2,v2,v1,a
17.5,v3,v2,v2,v1,v2,v1,a
29.5,v1,v1,v1,v1,v1,v1,b
32,v1,v1,v1,v1,v2,v1,c
28,v1,v1,v1,v1,v2,v1,c
26.5,v1,v1,v1,v1,v1,v1,a
20,v1,v1,v2,v1,v2,v1,b
13,v5,v3,v3,v2,v1,v1,a
19,v1,v1,v1,v1,v3,v1,b
19,v3,v1,v2,v1,v2,v1,c
16.5,v3,v2,v2,v2,v2,v1,b
16.5,v5,v3,v3,v2,v1,v1,a
13,v5,v3,v3,v2,v1,v1,a
13,v5,v3,v2,v2,v2,v1,a
13,v5,v3,v3,v2,v2,v1,a
31.5,v1,v1,v1,v1,v2,v2,c
30,v1,v1,v1,v1,v2,v2,a
36,v1,v1,v1,v1,v2,v2,b
25.5,v1,v1,v2,v1,v2,v2,a
33.5,v1,v1,v1,v1,v2,v2,c
17.5,v5,v3,v3,v2,v1,v2,a
17,v5,v2,v2,v2,v2,v2,a
15.5,v5,v3,v3,v2,v2,v2,a
15,v5,v3,v2,v2,v2,v2,a
17.5,v3,v2,v2,v2,v2,v2,a
20.5,v3,v2,v2,v2,v2,v2,a
19,v3,v2,v2,v2,v2,v2,a
18.5,v3,v2,v2,v2,v2,v2,a
16,v5,v4,v3,v2,v1,v2,a
15.5,v5,v3,v3,v2,v1,v2,a
15.5,v5,v4,v4,v2,v1,v2,a
16,v5,v3,v3,v2,v2,v2,a
29,v1,v1,v1,v1,v2,v2,b
24.5,v1,v1,v1,v1,v2,v2,a
26,v1,v1,v1,v1,v2,v2,c
25.5,v1,v1,v1,v1,v2,v2,a
30.5,v1,v1,v1,v1,v2,v2,a
33.5,v1,v1,v1,v1,v2,v2,a
30,v1,v1,v1,v1,v2,v2,c
30.5,v1,v1,v1,v1,v2,v2,b
22,v3,v1,v2,v1,v2,v2,c
21.5,v1,v1,v2,v1,v1,v2,b
21.5,v1,v1,v2,v1,v1,v2,c
43.1,v1,v1,v1,v1,v3,v2,b
36.1,v1,v1,v1,v1,v2,v2,a
32.8,v1,v1,v1,v1,v3,v2,c
39.4,v1,v1,v1,v1,v2,v2,c
36.1,v1,v1,v1,v1,v2,v2,c
19.9,v5,v2,v2,v1,v2,v2,a
19.4,v5,v3,v3,v2,v1,v2,a
20.2,v5,v3,v3,v2,v1,v2,a
19.2,v3,v2,v2,v2,v2,v2,a
20.5,v3,v2,v2,v1,v2,v2,a
20.2,v3,v2,v1,v1,v2,v2,a
25.1,v1,v1,v1,v1,v2,v2,a
20.5,v3,v2,v2,v2,v2,v2,a
19.4,v3,v2,v1,v1,v2,v2,a
20.6,v3,v2,v2,v2,v2,v2,a
20.8,v3,v2,v1,v1,v2,v2,a
18.6,v3,v2,v2,v2,v2,v2,a
18.1,v3,v2,v2,v2,v2,v2,a
19.2,v5,v3,v3,v2,v1,v2,a
17.7,v3,v2,v3,v2,v1,v2,a
18.1,v5,v3,v3,v1,v1,v2,a
17.5,v5,v3,v3,v2,v2,v2,a
30,v1,v1,v1,v1,v2,v2,a
27.5,v1,v1,v2,v1,v2,v2,c
27.2,v1,v1,v2,v1,v2,v2,c
30.9,v1,v1,v1,v1,v2,v2,a
21.1,v1,v1,v2,v1,v2,v2,c
23.2,v1,v1,v2,v1,v2,v2,a
23.8,v1,v1,v1,v1,v2,v2,a
23.9,v1,v1,v2,v1,v2,v2,c
20.3,v2,v1,v2,v1,v2,v2,b
17,v3,v1,v2,v1,v1,v2,b
21.6,v1,v1,v2,v1,v2,v2,b
16.2,v3,v1,v2,v2,v2,v2,b
31.5,v1,v1,v1,v1,v2,v2,b
29.5,v1,v1,v1,v1,v2,v2,c
21.5,v3,v2,v2,v1,v2,v2,a
19.8,v3,v2,v1,v1,v2,v2,a
22.3,v1,v1,v1,v1,v2,v2,a
20.2,v3,v2,v1,v1,v2,v2,a
20.6,v3,v2,v2,v1,v2,v2,a
17,v5,v3,v2,v2,v2,v2,a
17.6,v5,v3,v2,v2,v1,v2,a
16.5,v5,v3,v2,v2,v1,v2,a
18.2,v5,v3,v2,v2,v2,v2,a
16.9,v5,v3,v3,v2,v2,v2,a
15.5,v5,v3,v3,v2,v2,v2,a
19.2,v5,v3,v2,v2,v2,v2,a
18.5,v5,v4,v3,v2,v1,v2,a
31.9,v1,v1,v1,v1,v2,v2,b
34.1,v1,v1,v1,v1,v2,v2,c
35.7,v1,v1,v1,v1,v2,v2,a
27.4,v1,v1,v1,v1,v2,v2,a
25.4,v2,v2,v1,v2,v3,v2,b
23,v5,v3,v2,v2,v2,v2,a
27.2,v1,v1,v1,v1,v3,v2,b
23.9,v5,v2,v1,v2,v3,v2,a
34.2,v1,v1,v1,v1,v1,v2,a
34.5,v1,v1,v1,v1,v2,v2,a
31.8,v1,v1,v1,v1,v2,v2,c
37.3,v1,v1,v1,v1,v2,v2,b
28.4,v1,v1,v1,v1,v2,v2,a
28.8,v3,v2,v2,v1,v1,v2,a
26.8,v3,v2,v2,v1,v1,v2,a
33.5,v1,v1,v1,v1,v1,v2,a
41.5,v1,v1,v1,v1,v2,v2,b
38.1,v1,v1,v1,v1,v2,v2,c
32.1,v1,v1,v1,v1,v2,v2,a
37.2,v1,v1,v1,v1,v2,v2,c
28,v1,v1,v1,v1,v2,v2,a
26.4,v1,v1,v1,v1,v2,v2,a
24.3,v1,v1,v1,v1,v3,v2,a
19.1,v3,v2,v1,v2,v2,v2,a
34.3,v1,v1,v1,v1,v2,v2,b
29.8,v1,v1,v1,v1,v2,v2,c
31.3,v1,v1,v1,v1,v2,v2,c
37,v1,v1,v1,v1,v2,v2,c
32.2,v1,v1,v1,v1,v2,v2,c
46.6,v1,v1,v1,v1,v2,v2,c
27.9,v1,v1,v2,v1,v2,v2,a
40.8,v1,v1,v1,v1,v2,v2,c
44.3,v1,v1,v1,v1,v3,v2,b
43.4,v1,v1,v1,v1,v3,v2,b
36.4,v2,v1,v1,v1,v3,v2,b
30,v1,v1,v1,v1,v3,v2,b
44.6,v1,v1,v1,v1,v2,v2,c
40.9,v1,v1,?,v1,v2,v2,b
33.8,v1,v1,v1,v1,v2,v2,c
29.8,v1,v1,v1,v1,v2,v2,b
32.7,v3,v2,v2,v1,v1,v2,c
23.7,v1,v1,v2,v1,v1,v2,c
35,v1,v1,v1,v1,v2,v2,b
23.6,v1,v1,?,v1,v2,v2,a
32.4,v1,v1,v1,v1,v2,v2,c
27.2,v1,v1,v1,v1,v2,v2,a
26.6,v1,v1,v1,v1,v2,v2,a
25.8,v1,v1,v1,v1,v2,v2,a
23.5,v3,v2,v2,v1,v1,v2,a
30,v1,v1,v1,v1,v1,v2,a
39.1,v1,v1,v1,v1,v2,v2,c
39,v1,v1,v1,v1,v2,v2,a
35.1,v1,v1,v1,v1,v2,v2,c
32.3,v1,v1,v1,v1,v2,v2,c
37,v1,v1,v1,v1,v3,v2,c
37.7,v1,v1,v1,v1,v2,v2,c
34.1,v1,v1,v1,v1,v2,v2,c
34.7,v1,v1,v1,v1,v2,v2,a
34.4,v1,v1,v1,v1,v2,v2,a
29.9,v1,v1,v1,v1,v3,v2,a
33,v1,v1,v1,v1,v2,v2,b
34.5,v1,v1,?,v1,v2,v2,b
33.7,v1,v1,v1,v1,v2,v2,c
32.4,v1,v1,v1,v1,v2,v2,c
32.9,v1,v1,v2,v1,v2,v2,c
31.6,v1,v1,v1,v1,v2,v2,c
28.1,v1,v1,v1,v1,v3,v2,b
30.7,v3,v1,v1,v1,v3,v2,b
25.4,v3,v2,v2,v1,v1,v2,c
24.2,v3,v1,v2,v1,v2,v2,c
22.4,v3,v2,v2,v2,v2,v2,a
26.6,v5,v3,v2,v2,v2,v2,a
20.2,v3,v2,v1,v1,v2,v2,a
17.6,v3,v2,v1,v2,v2,v2,a
28,v1,v1,v1,v1,v3,v2,a
27,v1,v1,v1,v1,v2,v2,a
34,v1,v1,v1,v1,v2,v2,a
31,v1,v1,v1,v1,v2,v2,a
29,v1,v1,v1,v1,v2,v2,a
27,v1,v1,v1,v1,v2,v2,a
24,v1,v1,v1,v1,v2,v2,a
23,v1,v1,?,v1,v3,v2,a
36,v1,v1,v1,v1,v2,v2,b
37,v1,v1,v1,v1,v2,v2,c
31,v1,v1,v1,v1,v2,v2,c
38,v1,v1,v1,v1,v2,v2,a
36,v1,v1,v1,v1,v2,v2,a
36,v1,v1,v1,v1,v2,v2,c
36,v1,v1,v1,v1,v2,v2,c
34,v1,v1,v1,v1,v2,v2,c
38,v1,v1,v1,v1,v2,v2,c
32,v1,v1,v1,v1,v2,v2,c
38,v1,v1,v1,v1,v2,v2,c
25,v3,v2,v2,v1,v2,v2,a
38,v3,v3,v1,v1,v2,v2,a
26,v1,v1,v1,v1,v2,v2,a
22,v3,v2,v2,v1,v2,v2,a
32,v1,v1,v2,v1,v2,v2,c
36,v1,v1,v1,v1,v1,v2,a
27,v1,v1,v1,v1,v2,v2,a
27,v1,v1,v1,v1,v2,v2,a
44,v1,v1,v1,v1,v3,v2,b
32,v1,v1,v1,v1,v1,v2,a
28,v1,v1,v1,v1,v2,v2,a
31,v1,v1,v1,v1,v3,v2,a
