20,8,v3,v2,3221,13.5,75,a
13,8,v3,v2,3169,12,75,a
29,4,v1,v1,2171,16,75,c
23,4,v1,v1,2639,17,75,a
20,6,v2,v2,2914,16,75,a
23,4,v1,v1,2592,18.5,75,a
24,4,v1,v2,2702,13.5,75,c
25,4,v1,v1,2223,16.5,75,b
24,4,v1,v2,2545,17,75,c
18,6,v2,v2,2984,14.5,75,a
29,4,v1,v1,1937,14,75,b
19,6,v2,v1,3211,17,75,a
23,4,v1,v2,2694,15,75,b
23,4,v1,v1,2957,17,75,b
22,4,v1,v2,2945,14.5,75,b
25,4,v1,v2,2671,13.5,75,b
33,4,v1,v1,1795,17.5,75,c
28,4,v1,v1,2464,15.5,76,b
25,4,v1,v1,2220,16.9,76,b
25,4,v1,v1,2572,14.9,76,a
26,4,v1,v1,2255,17.7,76,a
27,4,v1,v1,2202,15.3,76,b
17.5,8,v3,v3,4215,13,76,a
16,8,v3,v3,4190,13,76,a
15.5,8,v3,v2,3962,13.9,76,a
14.5,8,v3,v3,4215,12.8,76,a
22,6,v2,v2,3233,15.4,76,a
22,6,v2,v2,3353,14.5,76,a
24,6,v2,v1,3012,17.6,76,a
22.5,6,v2,v1,3085,17.6,76,a
29,4,v1,v1,2035,22.2,76,a
24.5,4,v1,v1,2164,22.1,76,a
29,4,v1,v1,1937,14.2,76,b
33,4,v1,v1,1795,17.4,76,c
20,6,v2,v2,3651,17.7,76,a
18,6,v2,v1,3574,21,76,a
18.5,6,v2,v2,3645,16.2,76,a
17.5,6,v2,v2,3193,17.8,76,a
29.5,4,v1,v1,1825,12.2,76,b
32,4,v1,v1,1990,17,76,c
28,4,v1,v1,2155,16.4,76,c
26.5,4,v1,v1,2565,13.6,76,a
20,4,v1,v2,3150,15.7,76,b
13,8,v3,v3,3940,13.2,76,a
19,4,v1,v1,3270,21.9,76,b
19,6,v1,v2,2930,15.5,76,c
16.5,6,v2,v2,3820,16.7,76,b
16.5,8,v3,v3,4380,12.1,76,a
13,8,v3,v3,4055,12,76,a
13,8,v3,v2,3870,15,76,a
13,8,v3,v3,3755,14,76,a
31.5,4,v1,v1,2045,18.5,77,c
30,4,v1,v1,2155,14.8,77,a
36,4,v1,v1,1825,18.6,77,b
25.5,4,v1,v2,2300,15.5,77,a
33.5,4,v1,v1,1945,16.8,77,c
17.5,8,v3,v3,3880,12.5,77,a
17,8,v2,v2,4060,19,77,a
15.5,8,v3,v3,4140,13.7,77,a
15,8,v3,v2,4295,14.9,77,a
17.5,6,v2,v2,3520,16.4,77,a
20.5,6,v2,v2,3425,16.9,77,a
19,6,v2,v2,3630,17.7,77,a
18.5,6,v2,v2,3525,19,77,a
16,8,v4,v3,4220,11.1,77,a
15.5,8,v3,v3,4165,11.4,77,a
15.5,8,v4,v4,4325,12.2,77,a
16,8,v3,v3,4335,14.5,77,a
29,4,v1,v1,1940,14.5,77,b
24.5,4,v1,v1,2740,16,77,a
26,4,v1,v1,2265,18.2,77,c
25.5,4,v1,v1,2755,15.8,77,a
30.5,4,v1,v1,2051,17,77,a
33.5,4,v1,v1,2075,15.9,77,a
30,4,v1,v1,1985,16.4,77,c
30.5,4,v1,v1,2190,14.1,77,b
22,6,v1,v2,2815,14.5,77,c
21.5,4,v1,v2,2600,12.8,77,b
21.5,3,v1,v2,2720,13.5,77,c
43.1,4,v1,v1,1985,21.5,78,b
36.1,4,v1,v1,1800,14.4,78,a
32.8,4,v1,v1,1985,19.4,78,c
39.4,4,v1,v1,2070,18.6,78,c
36.1,4,v1,v1,1800,16.4,78,c
19.9,8,v2,v2,3365,15.5,78,a
19.4,8,v3,v3,3735,13.2,78,a
20.2,8,v3,v3,3570,12.8,78,a
19.2,6,v2,v2,3535,19.2,78,a
20.5,6,v2,v2,3155,18.2,78,a
20.2,6,v2,v1,2965,15.8,78,a
25.1,4,v1,v1,2720,15.4,78,a
20.5,6,v2,v2,3430,17.2,78,a
19.4,6,v2,v1,3210,17.2,78,a
20.6,6,v2,v2,3380,15.8,78,a
20.8,6,v2,v1,3070,16.7,78,a
18.6,6,v2,v2,3620,18.7,78,a
18.1,6,v2,v2,3410,15.1,78,a
19.2,8,v3,v3,3425,13.2,78,a
17.7,6,v2,v3,3445,13.4,78,a
18.1,8,v3,v3,3205,11.2,78,a
17.5,8,v3,v3,4080,13.7,78,a
30,4,v1,v1,2155,16.5,78,a
27.5,4,v1,v2,2560,14.2,78,c
27.2,4,v1,v2,2300,14.7,78,c
30.9,4,v1,v1,2230,14.5,78,a
21.1,4,v1,v2,2515,14.8,78,c
23.2,4,v1,v2,2745,16.7,78,a
23.8,4,v1,v1,2855,17.6,78,a
23.9,4,v1,v2,2405,14.9,78,c
20.3,5,v1,v2,2830,15.9,78,b
17,6,v1,v2,3140,13.6,78,b
21.6,4,v1,v2,2795,15.7,78,b
16.2,6,v1,v2,3410,15.8,78,b
31.5,4,v1,v1,1990,14.9,78,b
29.5,4,v1,v1,2135,16.6,78,c
21.5,6,v2,v2,3245,15.4,79,a
19.8,6,v2,v1,2990,18.2,79,a
22.3,4,v1,v1,2890,17.3,79,a
20.2,6,v2,v1,3265,18.2,79,a
20.6,6,v2,v2,3360,16.6,79,a
17,8,v3,v2,3840,15.4,79,a
17.6,8,v3,v2,3725,13.4,79,a
16.5,8,v3,v2,3955,13.2,79,a
18.2,8,v3,v2,3830,15.2,79,a
16.9,8,v3,v3,4360,14.9,79,a
15.5,8,v3,v3,4054,14.3,79,a
19.2,8,v3,v2,3605,15,79,a
18.5,8,v4,v3,3940,13,79,a
31.9,4,v1,v1,1925,14,79,b
34.1,4,v1,v1,1975,15.2,79,c
35.7,4,v1,v1,1915,14.4,79,a
27.4,4,v1,v1,2670,15,79,a
25.4,5,v2,v1,3530,20.1,79,b
23,8,v3,v2,3900,17.4,79,a
27.2,4,v1,v1,3190,24.8,79,b
23.9,8,v2,v1,3420,22.2,79,a
34.2,4,v1,v1,2200,13.2,79,a
34.5,4,v1,v1,2150,14.9,79,a
31.8,4,v1,v1,2020,19.2,79,c
37.3,4,v1,v1,2130,14.7,79,b
28.4,4,v1,v1,2670,16,79,a
28.8,6,v2,v2,2595,11.3,79,a
26.8,6,v2,v2,2700,12.9,79,a
33.5,4,v1,v1,2556,13.2,79,a
41.5,4,v1,v1,2144,14.7,80,b
38.1,4,v1,v1,1968,18.8,80,c
32.1,4,v1,v1,2120,15.5,80,a
37.2,4,v1,v1,2019,16.4,80,c
28,4,v1,v1,2678,16.5,80,a
26.4,4,v1,v1,2870,18.1,80,a
24.3,4,v1,v1,3003,20.1,80,a
19.1,6,v2,v1,3381,18.7,80,a
34.3,4,v1,v1,2188,15.8,80,b
29.8,4,v1,v1,2711,15.5,80,c
31.3,4,v1,v1,2542,17.5,80,c
37,4,v1,v1,2434,15,80,c
32.2,4,v1,v1,2265,15.2,80,c
46.6,4,v1,v1,2110,17.9,80,c
27.9,4,v1,v2,2800,14.4,80,a
40.8,4,v1,v1,2110,19.2,80,c
44.3,4,v1,v1,2085,21.7,80,b
43.4,4,v1,v1,2335,23.7,80,b
36.4,5,v1,v1,2950,19.9,80,b
30,4,v1,v1,3250,21.8,80,b
44.6,4,v1,v1,1850,13.8,80,c
40.9,4,v1,?,1835,17.3,80,b
33.8,4,v1,v1,2145,18,80,c
29.8,4,v1,v1,1845,15.3,80,b
32.7,6,v2,v2,2910,11.4,80,c
23.7,3,v1,v2,2420,12.5,80,c
35,4,v1,v1,2500,15.1,80,b
23.6,4,v1,?,2905,14.3,80,a
32.4,4,v1,v1,2290,17,80,c
27.2,4,v1,v1,2490,15.7,81,a
26.6,4,v1,v1,2635,16.4,81,a
25.8,4,v1,v1,2620,14.4,81,a
23.5,6,v2,v2,2725,12.6,81,a
30,4,v1,v1,2385,12.9,81,a
39.1,4,v1,v1,1755,16.9,81,c
39,4,v1,v1,1875,16.4,81,a
35.1,4,v1,v1,1760,16.1,81,c
32.3,4,v1,v1,2065,17.8,81,c
37,4,v1,v1,1975,19.4,81,c
37.7,4,v1,v1,2050,17.3,81,c
34.1,4,v1,v1,1985,16,81,c
34.7,4,v1,v1,2215,14.9,81,a
34.4,4,v1,v1,2045,16.2,81,a
29.9,4,v1,v1,2380,20.7,81,a
33,4,v1,v1,2190,14.2,81,b
34.5,4,v1,?,2320,15.8,81,b
33.7,4,v1,v1,2210,14.4,81,c
32.4,4,v1,v1,2350,16.8,81,c
32.9,4,v1,v2,2615,14.8,81,c
31.6,4,v1,v1,2635,18.3,81,c
28.1,4,v1,v1,3230,20.4,81,b
30.7,6,v1,v1,3160,19.6,81,b
25.4,6,v2,v2,2900,12.6,81,c
24.2,6,v1,v2,2930,13.8,81,c
22.4,6,v2,v2,3415,15.8,81,a
26.6,8,v3,v2,3725,19,81,a
20.2,6,v2,v1,3060,17.1,81,a
17.6,6,v2,v1,3465,16.6,81,a
28,4,v1,v1,2605,19.6,82,a
27,4,v1,v1,2640,18.6,82,a
34,4,v1,v1,2395,18,82,a
31,4,v1,v1,2575,16.2,82,a
29,4,v1,v1,2525,16,82,a
27,4,v1,v1,2735,18,82,a
24,4,v1,v1,2865,16.4,82,a
23,4,v1,?,3035,20.5,82,a
36,4,v1,v1,1980,15.3,82,b
37,4,v1,v1,2025,18.2,82,c
31,4,v1,v1,1970,17.6,82,c
38,4,v1,v1,2125,14.7,82,a
36,4,v1,v1,2125,17.3,82,a
36,4,v1,v1,2160,14.5,82,c
36,4,v1,v1,2205,14.5,82,c
34,4,v1,v1,2245,16.9,82,c
38,4,v1,v1,1965,15,82,c
32,4,v1,v1,1965,15.7,82,c
38,4,v1,v1,1995,16.2,82,c
25,6,v2,v2,2945,16.4,82,a
38,6,v3,v1,3015,17,82,a
26,4,v1,v1,2585,14.5,82,a
22,6,v2,v2,2835,14.7,82,a
32,4,v1,v2,2665,13.9,82,c
36,4,v1,v1,2370,13,82,a
27,4,v1,v1,2950,17.3,82,a
27,4,v1,v1,2790,15.6,82,a
44,4,v1,v1,2130,24.6,82,b
32,4,v1,v1,2295,11.6,82,a
28,4,v1,v1,2625,18.6,82,a
31,4,v1,v1,2720,19.4,82,a
